v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
88.6084,39.7842,18.2084,88.9086,75.7896,19.2882,8.31351,14.6844,62.523,43.1466,64.5959,21.6831,63.0392,17.9058,61.3023,93.8304,3.01369,98.8574,85.3843,82.6695
16.9173,63.5262,8.46144,66.8583,37.2811,61.7768,53.0561,96.2616,83.9185,26.4503,1.18229,3.8108,31.6625,49.2896,4.00132,74.9632,50.0259,18.0299,74.0052,67.8193
40.4837,68.8567,2.33219,13.6685,62.9633,60.1345,35.8583,86.2001,78.3439,51.8626,69.1506,46.8083,21.5428,77.0272,67.5123,45.9926,5.32326,15.6629,40.1992,59.9763
17.9152,39.0053,82.9204,5.12462,39.7713,11.4303,32.6962,2.54819,1.04962,29.5613,99.7463,98.8134,63.0326,20.2118,33.4538,89.0382,33.5217,41.0411,17.0037,25.2386
42.9233,46.202,66.8966,88.5176,37.8473,48.9293,18.7294,22.908,96.6763,15.2239,47.8785,82.2636,20.3775,8.85907,11.0909,13.9133,32.4892,29.2765,44.0055,46.2776
16.8527,2.2705,52.1318,53.5966,87.4173,88.0503,31.2922,24.7304,31.3895,10.0208,72.5233,62.2188,89.4114,22.692,3.26167,51.3335,30.4661,70.1319,30.4534,56.9643
74.907,23.1404,1.66945,44.5264,37.3865,45.5586,64.4326,54.1552,9.31637,47.8659,75.4441,71.0171,85.2158,43.8256,2.03336,29.5538,71.8546,14.3622,66.5348,83.8823
80.5794,88.2415,89.6379,60.4717,35.8704,55.4765,24.2835,92.2894,27.588,34.5594,97.9467,4.70081,74.7249,97.8726,54.3338,90.9236,47.1118,12.5376,41.4104,24.295
67.9654,20.223,49.6378,83.9113,98.5472,39.2861,51.9789,66.3459,70.6048,19.9663,26.0785,90.9913,27.1721,96.9337,44.1351,14.8356,13.9716,21.0286,23.7957,35.8898
11.6039,42.8391,58.7062,64.8256,16.0685,84.2583,93.3693,42.2455,89.8542,24.6557,32.7309,13.5539,0.392402,84.7397,35.6305,96.7342,94.1913,57.8219,80.538,12.5871
87.3714,8.56779,10.3676,90.4886,5.57864,74.4275,27.065,92.555,55.639,54.0357,29.222,30.8481,43.7934,36.9188,41.0927,95.5996,25.3438,61.2006,86.6042,78.3301
12.4661,84.9506,87.6713,3.65349,33.6931,17.3823,79.7188,56.0019,60.2831,1.71993,44.9492,20.7398,21.2418,43.8973,9.96721,46.9104,45.0266,18.531,56.4582,60.3724
49.4037,16.0241,2.85898,40.5693,11.5421,11.1781,88.8148,86.4115,51.1856,33.393,90.1086,12.9693,12.7007,27.319,90.016,53.8394,40.0294,74.7926,66.591,21.6779
59.8201,30.9861,80.5588,77.729,74.9543,19.1711,58.2752,11.9385,94.239,99.0761,55.1217,0.688564,73.4074,78.1956,55.147,77.7773,91.8761,13.9983,85.0237,18.2853
93.3041,75.2686,48.349,45.7183,75.1232,78.9964,20.244,47.8423,26.4253,79.0844,84.1253,7.17579,32.5465,23.3626,35.8316,51.4522,69.7562,69.8211,87.9938,98.0762
91.56,10.7065,52.4962,41.9188,46.3689,40.5385,78.7706,57.884,85.5995,69.4571,1.41519,65.85,87.3967,49.9606,84.6353,78.8777,8.05297,25.1419,0.44917,51.3016
33.2886,13.301,39.9482,25.1291,35.2124,68.9165,28.2734,99.6439,95.1465,11.5471,88.9036,41.3691,34.1199,54.0892,11.5797,58.6302,22.6076,80.8573,9.62899,54.598
84.4101,95.2734,63.8434,7.22298,21.0341,70.4881,61.572,13.1333,51.6458,63.4434,62.9575,60.6923,57.8878,61.7559,61.0869,43.6353,45.6044,99.0477,68.002,90.9639
7.1738,42.0308,84.8514,78.8797,6.51585,40.2994,67.7029,17.7894,2.4621,51.6561,43.6552,24.5653,6.46561,62.2153,90.9792,72.5933,7.4205,87.0413,77.5436,57.0869
25.35,6.65262,79.0698,89.0565,68.1413,86.4674,29.0591,50.9563,37.566,8.23503,72.563,69.3508,87.7198,35.7325,94.0687,8.26169,9.81338,11.1911,10.3083,10.0606
7.3875,26.7111,3.1482,28.3847,52.8898,20.1995,39.2688,66.2812,69.9268,91.8094,16.5144,76.5898,52.8152,73.2096,51.9963,19.4496,46.3457,7.3432,79.0161,56.1577
53.382,8.60936,50.395,43.5467,1.64377,37.4554,48.0853,81.4305,9.24792,98.7419,34.9335,69.6811,25.8867,85.3117,98.8757,96.4677,98.0214,70.0993,74.3476,97.2469
53.5041,70.4711,25.9889,26.9028,89.2086,36.2555,4.68551,29.6394,17.9172,18.7031,26.154,63.1939,83.3822,5.68822,39.0806,92.7793,36.3454,17.8491,3.54954,13.1207
82.758,18.276,77.583,71.3897,37.389,88.767,9.83211,14.4552,22.399,29.5274,38.0571,54.4644,26.7492,47.0283,0.607165,33.9081,35.4454,77.279,73.3778,9.18979
33.7406,11.9493,97.5571,56.6626,32.5626,29.8534,14.8457,11.7625,16.423,99.447,19.2468,61.4943,66.297,2.68668,19.0536,33.6157,54.8655,58.5045,3.64384,84.0346
77.0948,7.57207,38.7998,0.084937,1.47273,90.0805,63.3514,73.1297,79.3971,23.5511,14.5674,58.5153,2.7207,89.8702,6.84825,76.4802,21.6175,34.1446,75.7406,31.1808
25.7246,47.3087,41.9294,19.1135,70.4129,92.3789,45.5788,22.6488,12.4582,0.308765,55.2657,78.0028,47.1276,32.5604,50.4447,44.4623,12.5781,74.8783,46.2056,31.1437
24.5461,11.022,27.5357,89.2825,38.2278,55.728,44.0197,80.0456,2.9808,11.8003,10.6803,84.7109,65.9183,40.8379,1.86437,30.9626,26.9747,91.3023,41.9677,45.2335
94.5111,44.9601,42.8223,50.8665,53.4283,36.5949,88.2761,99.0635,41.5708,87.3017,44.4483,89.9659,29.5385,82.9854,16.5867,54.2087,81.2476,13.1111,28.967,2.37062
50.3934,96.1568,80.3497,5.84451,6.82372,96.3571,85.8039,15.2815,4.02076,25.742,2.90239,50.4032,12.0715,39.0439,84.7344,47.2232,85.1418,33.3154,48.7643,64.8972
25.07,61.2214,23.0321,86.8677,67.6597,74.8186,41.701,85.0831,74.4557,49.0044,51.0573,3.16529,96.9544,13.4723,12.9401,14.9349,77.1072,34.0117,40.8738,2.44613
77.4044,93.6072,90.2144,78.7873,12.5673,75.2282,98.3955,93.6446,10.8825,45.2564,75.0436,91.194,35.6933,14.7202,69.2988,79.5913,67.004,18.986,26.0806,6.60132
43.6432,41.5739,79.3482,32.0415,77.9789,93.3653,92.1359,84.2219,60.7927,81.7861,59.9566,57.5333,3.6519,61.2786,6.37397,45.3911,5.43457,64.3894,58.6799,14.1145
33.5031,82.0869,46.1524,77.7546,83.7874,95.3663,82.3557,36.6657,21.3852,80.6861,98.1525,91.7654,96.7295,82.6971,8.02319,38.8263,78.0329,86.4984,92.6328,81.2658
70.7557,66.3438,7.39955,5.81795,72.9495,72.5618,11.0529,58.7739,7.43484,67.0204,98.4677,81.1267,18.6205,8.20403,45.6019,60.3634,43.5993,47.3664,46.1538,52.9013
23.9688,23.1613,59.8159,13.3325,75.7702,9.74366,84.2154,7.94334,95.6389,32.6922,57.4713,2.8534,47.7459,29.09,23.6374,14.9539,63.61,77.958,85.8243,2.66763
7.44224,83.6646,48.5966,12.2186,78.1269,67.3738,96.059,24.1059,88.9911,36.0051,96.988,27.8198,48.7081,11.5649,32.5944,59.2219,60.8904,89.1044,27.1423,67.1617
10.6208,81.4333,2.44179,31.9445,21.5581,25.5883,37.0866,26.275,75.9043,98.5562,16.0769,69.2906,11.6598,70.2226,92.5172,84.0533,42.146,82.7514,98.7012,54.4226
12.5029,2.47087,9.64185,62.791,22.5862,67.4575,29.8053,25.855,72.363,62.4963,89.4121,51.4695,92.3155,44.4144,91.4028,5.56542,34.2671,10.3192,90.9965,70.766
94.8037,19.7664,74.8239,34.3225,96.5597,79.0746,85.4746,64.4442,25.7733,18.0214,6.69872,31.4136,82.5246,87.9561,17.6915,41.7583,99.4174,71.8669,47.5539,11.0043
31.1472,53.2234,76.1757,78.3548,36.3248,41.5843,8.48641,75.2043,83.1256,78.8204,48.4693,77.0728,0.655946,42.2749,43.502,24.2936,12.8138,70.7279,52.989,92.9726
81.8701,51.0642,28.041,6.41696,47.2877,31.1887,57.8927,40.0502,39.9311,83.8372,45.1086,69.9212,5.42282,40.3983,11.9661,67.8823,65.9325,84.715,79.5298,24.8002
91.6841,12.5474,17.1121,22.6861,28.7676,91.1465,50.2508,27.739,14.9963,26.254,18.3843,94.2883,55.9373,91.7036,94.8031,98.1326,33.7934,44.8729,61.3899,80.4547
83.7872,70.1928,34.286,66.2329,13.0169,85.539,38.3308,43.1419,68.5631,40.8149,92.3084,70.234,61.7999,68.6937,37.1958,12.7186,5.96091,99.3404,3.88046,71.7998
16.4784,42.0883,15.9971,8.18182,2.80413,35.4391,46.9566,11.5393,75.5679,77.8264,18.1671,68.6441,88.2987,45.4008,44.272,15.3804,19.9887,26.1183,59.378,37.4535
6.42833,52.692,65.1236,58.5968,74.2044,60.2479,75.9917,67.5375,43.0058,12.669,72.4497,99.9259,12.0062,97.077,64.6327,15.2721,90.7658,16.1789,93.1169,58.784
44.3306,43.6025,44.8838,14.7303,47.4054,40.8567,11.6842,86.4291,13.4174,77.1428,52.7582,68.8914,92.7523,0.642727,50.7019,36.4995,42.4475,35.2429,96.0415,77.0007
10.9879,57.7293,57.4314,81.6343,97.1297,75.8425,2.1996,37.1514,79.8827,50.8951,7.93874,37.3567,68.7879,18.7151,43.4681,27.3386,33.4095,24.5374,70.9791,49.7487
57.791,67.1605,75.7664,95.0088,43.5471,56.1413,28.295,43.8263,85.9234,51.2599,20.2295,47.0493,53.6572,51.4382,1.5502,71.3676,11.0343,49.6536,73.9812,31.7298
19.9722,92.2381,35.5754,28.0105,90.1742,25.5428,94.7067,95.7776,80.1451,31.1471,59.5603,69.5338,50.8135,66.3225,34.665,82.6656,80.3492,55.8984,21.0768,62.2879
50.7525,20.1777,90.9029,70.6377,82.2485,50.2396,36.3922,95.2015,22.7482,23.6336,99.9267,62.4572,93.2878,76.1673,95.6225,44.5984,21.6593,42.3566,58.4289,33.4001
22.5605,39.5415,7.6094,99.7003,64.4686,92.3567,78.4443,85.3371,35.0419,69.036,53.1012,22.5725,31.8627,94.0816,48.4618,69.4323,7.69638,77.0403,24.8422,74.7501
29.4935,99.7827,74.6256,83.8074,56.7928,86.2129,48.4315,18.4143,46.5818,83.7941,47.1864,49.1841,29.4282,38.5795,18.0688,24.0858,78.5834,52.9013,94.7773,34.7419
24.6214,82.4965,92.4999,30.5283,50.2501,35.6418,55.3228,23.6629,65.7606,15.9733,85.9434,86.1768,23.4603,93.6084,33.7795,96.2422,54.6766,83.1462,82.4189,56.2584
86.0914,88.4971,24.6974,59.8862,52.9339,96.4948,86.8115,24.5107,53.0781,41.9897,94.4772,88.3996,37.6153,9.56824,49.6442,78.6147,9.61602,16.9148,59.5934,27.3078
57.1295,65.4067,38.2903,23.4649,75.1726,52.8532,26.7102,61.5784,68.4011,10.4057,1.43904,79.1922,67.5152,87.3471,2.89139,77.6671,92.8049,26.9036,41.8245,8.15998
67.6263,53.9941,80.6116,76.1129,35.9092,5.91468,73.3557,1.38374,67.7878,81.3858,22.3939,87.9864,62.2811,12.5051,48.6975,26.9373,94.2828,38.0072,73.7644,91.3453
84.6904,87.0085,5.2145,11.38,3.59261,40.3284,87.8176,52.7329,64.8861,70.1481,72.5523,75.1318,2.55093,62.4387,93.2802,97.0331,90.8307,54.2457,89.346,12.1809
18.2904,43.7606,23.269,91.8757,35.4133,96.3167,95.8958,78.7943,42.0091,80.4144,9.44232,3.43308,39.4693,98.9444,74.6594,71.4239,95.0004,82.4452,8.59689,72.8316
96.7315,49.6155,99.975,7.87852,77.4421,11.903,60.647,10.3056,50.9222,14.5767,17.9448,58.3592,62.5393,56.9195,75.1902,6.20015,29.2417,31.7776,8.10631,33.876
95.7887,14.8626,44.8963,32.863,38.8813,26.5315,62.9567,44.2967,86.4599,96.2225,84.414,99.1967,57.8477,84.0276,66.4337,9.96953,75.8718,63.3655,51.1715,88.5492
21.9867,94.813,14.7076,20.005,64.8835,25.0589,1.26654,80.3842,89.8403,43.2762,85.3563,81.4261,37.475,3.56243,34.0353,27.7386,81.8716,9.02834,98.3809,10.6757
87.4774,96.0109,80.4348,18.9125,16.9248,12.8877,8.34358,23.3132,33.9586,46.8199,48.5159,62.4201,6.18535,83.0036,95.1596,99.4052,81.8959,93.7702,50.2768,94.2654
41.7718,32.864,6.78805,8.57015,22.7775,41.5114,30.2087,17.6279,14.4093,72.1343,86.3309,58.0972,51.2533,92.972,68.3807,41.3254,19.3815,64.8097,98.046,58.5897
83.2326,70.9893,53.6963,87.8147,38.1924,74.0466,86.6992,78.8514,86.2198,65.6145,76.1213,16.3126,22.2855,70.4898,98.9012,47.9287,59.1371,47.3438,83.7287,61.6948
10.288,12.6817,36.9147,41.1455,79.5744,90.292,55.4884,1.30377,54.9928,75.6922,93.5659,55.3002,75.4257,99.619,33.9392,3.48983,60.7709,60.6955,87.9193,92.8287
49.2587,12.3652,53.7603,66.0139,28.4078,68.057,94.8604,46.2806,94.8905,76.0879,42.2817,54.0006,50.8983,71.3886,59.0312,28.1076,83.5748,5.30314,16.9821,56.76
62.4176,18.3037,61.4299,6.95047,23.0181,3.81069,95.5465,16.4828,22.436,13.6243,59.4005,62.5323,84.9911,51.2596,30.9607,91.0083,42.9922,85.4697,37.273,78.285
8.64685,31.6272,85.8627,93.1416,92.2181,78.2543,20.831,4.40934,52.2155,48.1169,29.2049,64.2722,10.0305,14.4601,96.506,58.192,63.9997,29.7556,48.9093,59.5781
44.5224,28.0858,19.4627,51.1846,88.7063,23.3379,22.7285,7.21942,24.335,93.6248,65.7282,74.7469,53.607,41.3498,90.5548,32.1962,73.5337,12.788,25.6379,70.6076
82.7286,30.7353,6.89398,7.95853,94.3513,12.9524,20.765,62.3508,35.651,6.67604,16.2291,40.9992,85.9938,96.5628,38.7801,10.1921,95.172,53.8926,21.4026,11.3081
23.881,99.9292,84.3953,69.7272,6.69219,2.884,90.7096,17.7324,35.8243,64.5891,53.5228,51.8395,84.9488,61.0145,80.9974,82.2872,91.3122,87.4387,53.0543,51.5231
1.78973,12.661,45.9879,96.9009,4.1451,48.795,51.3075,52.6583,84.424,24.0241,6.83962,82.2324,1.13602,72.1666,64.4524,80.0519,22.8309,30.425,91.4789,96.2172
45.9448,53.4223,93.395,96.0071,41.809,26.4338,23.7095,53.9318,29.444,45.035,74.364,36.34,20.8431,84.9514,20.2639,90.966,54.2331,79.3841,22.4706,63.3118
57.2644,11.7268,64.1133,46.4815,1.76744,35.7248,49.0783,66.7987,7.87376,43.0589,87.5205,79.4288,84.8093,40.0025,63.334,51.9469,77.4495,51.155,15.8699,84.523
74.361,94.358,30.9542,37.9508,68.691,18.9603,23.3316,32.0655,63.3076,62.3461,41.6566,10.6403,86.6023,64.0521,55.3596,58.6114,20.9181,71.2951,3.41899,48.0846
